"","X","geoUID","r_external_5yr","r_inter_5yr","r_internal_5yr","r_intra_5yr","r_migrants_5yr","r_movers_5yr","r_nonMigrants_5yr","r_nonMovers_5yr"
"28041",28041,35211001,1,0,0,0,0.333,0.074,2.5,0.938
"28042",28042,35211003,0.391,0,0.652,0.933,0.657,0.243,2.167,0.75
"28043",28043,35211005,0.364,0,0.545,1,0.579,0.224,2.667,0.788
"28044",28044,35211006,0.591,0,0.455,1,0.379,0.446,2.571,0.562
"28045",28045,35211007,0.833,0,0.333,1,0.2,0.238,2.667,0.762
"28046",28046,35211008,0.219,0,0.781,0.96,0.368,0.455,2.545,0.545
"28047",28047,35211009,0.714,0,0.286,1,0.25,0.252,3.5,0.757
"28048",28048,35211010,0.333,0,0.583,1,0.522,0.307,1.857,0.68
"28049",28049,35211011,0.6,0,0.4,1,0.333,0.288,5.5,0.712
"28050",28050,35211013,0,0,0.875,1,0.5,0.15,0.778,0.86
"28051",28051,35211014,0.35,0.154,0.65,0.923,0.27,0.326,2.16,0.674
"28052",28052,35211016,0.375,0,0.75,1,0.296,0.252,9.5,0.738
"28053",28053,35211017,0.25,0,0.75,1,0.593,0.233,5.5,0.767
"28054",28054,35211018,0,0,1.5,1,0.2,0.106,350000,0.894
"28055",28055,35211019,0.2,0,0.9,0.889,0.476,0.206,1.833,0.804
"28056",28056,35211021,0,0.75,1,0,0.8,0.07,0.4,0.93
"28057",28057,35211022,0.75,0,0.25,1,0.727,0.151,0.75,0.836
"28058",28058,35211023,0.5,0,0.5,1,0.471,0.221,4.5,0.779
"28059",28059,35211024,0.5,0.375,0.444,0.625,0.231,0.37,2.5,0.635
"28060",28060,35211025,0.692,0,0.385,1,0.351,0.202,1.643,0.798
"28061",28061,35211031,0.667,0,0,0,0.5,0.107,0.571,0.911
"28062",28062,35211032,0.563,0.132,0.437,0.868,0.527,0.4,1.182,0.598
"28063",28063,35211033,0.733,0,0.267,1,0.259,0.354,1.792,0.64
"28064",28064,35211034,0.447,0.104,0.545,0.896,0.559,0.714,0.899,0.286
"28065",28065,35211035,0.429,0,0.571,1,0.304,0.219,0.941,0.781
"28066",28066,35211036,0.34,0.061,0.66,0.939,0.543,0.467,1.235,0.533
"28067",28067,35211037,0.222,0.231,0.722,0.769,0.4,0.333,1.444,0.667
"28068",28068,35211038,1.091,0,0,0,0.393,0.267,3,0.743
"28069",28069,35211039,0.625,0,0.375,1.333,0.444,0.217,3.333,0.795
"28070",28070,35211044,0.462,0,0.538,0.857,0.265,0.236,2,0.76
"28071",28071,35211046,0.759,0.286,0.241,0.857,0.604,0.293,1.118,0.701
"28072",28072,35211052,0.769,0.333,0.231,0.667,0.456,0.523,0.816,0.486
"28073",28073,35211053,0.4,0,0.6,1,0.667,0.441,0.833,0.559
"28074",28074,35211054,0.579,0,0.421,1.125,0.432,0.419,1.667,0.571
"28075",28075,35211055,0.545,0,0.5,0.818,0.564,0.419,1.214,0.591
"28076",28076,35211056,0.893,0,0.143,1,0.609,0.393,1.059,0.607
"28077",28077,35211057,0.4,0.187,0.64,0.812,0.521,0.345,1.833,0.655
"28078",28078,35211058,0.375,0,0.625,0.8,0.571,0.259,0.75,0.741
"28079",28079,35211059,0.474,0,0.579,0.909,0.487,0.534,1.667,0.466
"28080",28080,35211060,0.412,0,0.529,0.889,0.85,0.351,0.231,0.649
"28081",28081,35211061,0.556,0.667,0.333,1,0.474,0.275,1.667,0.739
"28082",28082,35211065,1,0,0,0,0.143,0.311,2.4,0.689
"28083",28083,35211066,0.429,0,0.619,0.923,0.778,0.342,0.5,0.658
"28084",28084,35211067,1,0,0.125,0,0.727,0.344,0.5,0.672
"28085",28085,35211068,0.821,0,0.179,0.8,0.571,0.43,1.235,0.579
"28086",28086,35211069,0.263,0,0.684,1,0.576,0.289,2.333,0.719
"28087",28087,35211070,0.687,0,0.312,1,0.516,0.341,1.071,0.659
"28088",28088,35211071,0.227,0,0.773,1,0.957,0.411,0.182,0.571
"28089",28089,35211072,0.6,0.133,0.429,0.867,0.636,0.423,0.909,0.577
"28090",28090,35211073,0.25,0,0.687,1,0.842,0.373,0.571,0.627
"28091",28091,35211074,0.294,0,0.706,1,0.567,0.219,0.867,0.774
"28092",28092,35211077,0.45,0.136,0.55,0.864,0.345,0.422,2.621,0.582
"28093",28093,35211078,0.833,1,0.111,0,0.621,0.509,1.429,0.491
"28094",28094,35211079,0.73,0.333,0.243,0.667,0.468,0.572,1.387,0.428
"28095",28095,35211080,0.5,0,0.562,1,0.696,0.39,0.437,0.593
"28096",28096,35211081,0.789,0,0.211,1,0.745,0.447,0.619,0.553
"28097",28097,35211082,0.625,0.667,0.375,0.667,0.667,0.235,0.5,0.765
"28098",28098,35211083,1,0,0.286,1,0.412,0.347,1,0.673
"28099",28099,35211084,0.647,0,0.353,0.944,0.548,0.514,1.387,0.486
"28100",28100,35211085,0.769,0,0.308,1,0.65,0.211,3e+05,0.789
"28101",28101,35211086,0.667,0,0.389,1,0.353,0.389,1.941,0.611
"28102",28102,35211087,0.714,0,0.286,1,0.412,0.392,2.417,0.608
"28103",28103,35211088,0.308,0,0.615,1,0.684,0.292,2.333,0.708
"28104",28104,35211089,0.625,0.4,0.417,0.6,0.375,0.516,1.739,0.492
"28105",28105,35211090,0.788,0,0.212,1,0.673,0.331,0.593,0.669
"28106",28106,35211091,0.538,0,0.462,1,0.271,0.516,3.889,0.495
"28107",28107,35211092,0.4,0.125,0.64,0.812,0.439,0.442,1.143,0.55
"28108",28108,35211093,0.4,0,0.6,1,0.4,0.41,3,0.59
"28109",28109,35211094,0.621,0,0.414,1,0.674,0.581,0.481,0.432
"28110",28110,35211095,0.556,0.667,0.333,0.667,0.409,0.262,3,0.75
"28111",28111,35211096,0.417,0,0.583,1,0.429,0.286,2,0.714
"28112",28112,35211097,0.333,0.5,0.667,0.75,0.75,0.136,1e+05,0.864
"28113",28113,35211098,0.143,0,0.857,1.083,0.56,0.269,1.571,0.731
"28114",28114,35211099,0.389,0.182,0.611,0.909,0.5,0.404,0.731,0.607
"28115",28115,35211102,0.731,0,0.269,1,0.481,0.432,0.778,0.568
"28116",28116,35211103,0.45,0,0.55,0.909,0.588,0.312,1.4,0.688
"28117",28117,35211104,0.2,0.25,0.8,0.75,0.526,0.271,0.909,0.743
"28118",28118,35211105,0.478,0,0.435,1.1,0.489,0.452,1.667,0.548
"28119",28119,35211106,0.556,0,0.444,1,0.818,0.212,0.286,0.788
"28120",28120,35211107,0.75,0,0.25,0,0.421,0.365,2.2,0.635
"28121",28121,35211108,0.647,0.333,0.353,0.667,0.436,0.265,0.84,0.741
"28122",28122,35211109,0.65,0.286,0.35,0.714,0.465,0.413,1.045,0.587
"28123",28123,35211110,0.167,0,0.917,0.909,0.667,0.367,2,0.653
"28124",28124,35211111,0.619,0,0.381,1,0.583,0.313,0.937,0.687
"28125",28125,35211112,0.652,0,0.348,1,0.622,0.294,0.619,0.706
"28126",28126,35211113,0.643,0.12,0.357,0.88,0.619,0.375,0.956,0.628
"28127",28127,35211114,0.433,0,0.567,0.941,0.536,0.463,0.833,0.545
"28128",28128,35211120,0,0,1,1,0.263,0.216,7e+05,0.773
"28129",28129,35211121,0,0,0,1e+05,0,0.079,250000,0.905
"28130",28130,35211122,0.2,0,0.8,1.125,0.244,0.277,2.308,0.723
"28131",28131,35211123,0,0.182,0.917,0.727,0.4,0.278,9,0.713
"28132",28132,35211124,0.182,0,0.818,1,0.579,0.333,2.667,0.667
"28133",28133,35211125,0.364,0.375,0.727,0.5,0.478,0.315,1.5,0.699
"28134",28134,35211126,0,0,1.143,1,0.318,0.344,1.273,0.687
"28135",28135,35211127,0.194,0,0.806,0.92,0.534,0.433,3.375,0.567
"28136",28136,35211128,0,0,0.846,1.091,0.382,0.333,2.444,0.667
"28137",28137,35211130,0,0,0.857,1,0.28,0.379,2.375,0.636
"28138",28138,35211131,0.267,0,0.733,0.909,0.577,0.302,0.909,0.698
"28139",28139,35211132,0.222,0.143,0.778,0.929,0.4,0.484,4,0.505
"28140",28140,35211133,0.182,0,0.727,1,0.478,0.59,1.5,0.436
"28141",28141,35211134,0.417,0,0.5,1,0.8,0.238,0.4,0.778
"28142",28142,35211135,0.6,0,0.467,1,0.357,0.296,1.421,0.704
"28143",28143,35211136,0,0,0,0,0,0.214,1.6,0.81
"28144",28144,35211137,0.15,0,0.85,1,0.4,0.318,1.24,0.675
"28145",28145,35211138,0,0,0.895,1,0.655,0.367,2.5,0.62
"28146",28146,35211140,0,0,0.917,1,0.75,0.254,2,0.746
"28147",28147,35211141,0,0,1,1,0.269,0.342,1.357,0.658
"28148",28148,35211142,0.5,0,0.75,1,0.182,0.196,2.375,0.804
"28149",28149,35211143,0.4,0.2,0.5,0.9,0.345,0.397,1.56,0.603
"28150",28150,35211144,0.692,0.4,0.385,0.8,0.52,0.357,6,0.629
"28151",28151,35211145,0,0.286,1.167,0.714,0.333,0.316,1.833,0.684
"28152",28152,35211146,0.263,0.214,0.737,0.857,0.352,0.355,2.833,0.645
"28153",28153,35211147,0,0,1,0.8,0.357,0.209,5e+05,0.776
"28154",28154,35211148,0.818,0,0.182,1,0.44,0.291,1.556,0.721
"28155",28155,35211149,0.571,0,0.429,1,0.437,0.216,1,0.784
"28156",28156,35211150,0,0,1,1,0.714,0.356,2,0.627
"28157",28157,35211151,0.154,0,0.846,1,0.265,0.275,4.375,0.719
"28158",28158,35211152,0.294,0,0.706,1,0.405,0.256,1.263,0.744
"28159",28159,35211155,1,0,0,0,0.182,0.282,1.125,0.692
"28160",28160,35211156,0.235,0,0.765,1.077,0.607,0.239,1.222,0.769
"28161",28161,35211158,0,0,1,1.333,0.13,0.261,9.5,0.739
"28162",28162,35211159,0.405,0,0.595,1,0.396,0.338,4.643,0.662
"28163",28163,35211160,0.364,0.25,0.727,0.75,0.367,0.231,2,0.762
"28164",28164,35211162,0.5,0,0.5,1,0.622,0.36,0.727,0.648
"28165",28165,35211170,0.44,0,0.56,1.071,0.5,0.333,2,0.673
"28166",28166,35211174,0.417,0.1,0.556,0.95,0.571,0.335,1.227,0.665
"28167",28167,35211176,0.917,0,0,1e+05,0.279,0.303,5.167,0.697
"28168",28168,35211177,0.333,0,0.556,1,0.75,0.218,0.8,0.782
"28169",28169,35211179,0.158,0.133,0.789,0.933,0.543,0.376,1.062,0.624
"28170",28170,35211180,0.371,0.087,0.657,0.913,0.443,0.506,1.265,0.5
"28171",28171,35211181,0.389,0,0.611,0.909,0.346,0.304,2.833,0.696
"28172",28172,35211182,0.4,0,0.6,0.952,0.565,0.36,1.5,0.645
"28173",28173,35211183,0.4,0,0.6,1,0.833,0.14,0,0.884
"28174",28174,35211196,0,0,1,1,0.667,0.362,4,0.638
"28175",28175,35211205,0,0.143,1.077,0.929,0.52,0.333,1.714,0.653
"28176",28176,35211206,0.154,0,0.821,1,0.609,0.309,1.136,0.691
"28177",28177,35211207,0,0,1.04,0.962,0.532,0.362,0.724,0.646
"28178",28178,35211209,0,0,0.981,0.98,0.642,0.319,1.824,0.677
"28179",28179,35211210,0,0,0.955,1,0.71,0.261,4,0.739
"28180",28180,35211211,0,0,1,1,0.409,0.306,4.333,0.681
"28181",28181,35211215,0.15,0,0.85,1,0.8,0.212,250000,0.788
"28182",28182,35211216,0,0,1,1,0.435,0.232,0.812,0.768
"28183",28183,35211218,0,0,1,1,0.538,0.228,1,0.772
"28184",28184,35211221,0,0,1.333,0.75,0.167,0.171,3.75,0.829
"28185",28185,35211222,0,0,1.143,0.875,0.7,0.152,150000,0.848
"28186",28186,35211223,0,0,0.97,0.969,0.55,0.455,1,0.545
"28187",28187,35211224,0.111,0,0.944,0.941,0.692,0.295,0.8,0.705
"28188",28188,35211225,0.066,0.022,0.934,0.976,0.74,0.822,0.867,0.177
"28189",28189,35211227,0,0.444,1.125,0.444,0.615,0.277,1,0.702
"28190",28190,35211228,0.222,0,0.667,1,0.562,0.242,1.143,0.742
"28191",28191,35211229,0,0,1,0.944,0.439,0.275,5.5,0.725
"28192",28192,35211230,0.286,0,0.714,1,0.5,0.378,4e+05,0.595
"28193",28193,35211231,0,0,1,1,0.167,0.194,7.5,0.806
"28194",28194,35211232,0,0,0,0,0,0.198,6.667,0.802
"28195",28195,35211242,0,0.154,0.929,0.846,0.437,0.213,0.95,0.787
"28196",28196,35211243,0,0.6,0.833,0.4,0.353,0.288,4,0.695
"28197",28197,35211244,0.182,0,0.909,1,0.458,0.276,1,0.736
"28198",28198,35211245,0,0.182,1,0.909,0.262,0.353,2.583,0.647
"28199",28199,35211246,0.353,0.273,0.647,0.727,0.607,0.219,1.714,0.766
"28200",28200,35211248,0.16,0.095,0.84,0.905,0.455,0.311,1.812,0.695
"28201",28201,35211249,0,0,0,1e+05,0,0.187,4e+05,0.812
"28202",28202,35211250,1,0,0,0,0.187,0.32,1.2,0.7
"28203",28203,35211251,0.074,0,0.963,1,0.794,0.459,0.538,0.527
"28204",28204,35211253,0,0,0.833,1,0.182,0.201,2.455,0.793
"28205",28205,35211254,0.318,0,0.682,1,0.289,0.371,3.176,0.624
"28206",28206,35211255,0.25,0,0.714,1,0.609,0.251,1.357,0.749
"28207",28207,35211256,0.308,0,0.692,0.889,0.464,0.241,0.882,0.767
"28208",28208,35211257,0.167,0,0.917,1.091,0.375,0.444,2.5,0.556
"28209",28209,35211258,0,0.118,0.944,0.941,0.486,0.336,3.167,0.655
"28210",28210,35211259,0.538,0,0.436,1,0.398,0.452,1.475,0.544
"28211",28211,35211262,0,0,1.5,0.667,0.154,0.213,5.5,0.787
"28212",28212,35211263,0.333,0,0.667,1.25,0.375,0.32,2.5,0.68
"28213",28213,35211264,0,0,1,0.923,0.26,0.495,1.423,0.505
"28214",28214,35211265,0.333,0,0.667,1,0.25,0.281,3.375,0.727
"28215",28215,35211266,0,0,1,1,0.472,0.36,1.111,0.63
"28216",28216,35211267,0.444,0,0.556,1,0.45,0.217,5.5,0.793
"28217",28217,35211268,0,0,0.75,1.167,0.276,0.392,2.333,0.622
"28218",28218,35211269,0.5,0,0.455,1.1,0.611,0.346,0.565,0.673
"28219",28219,35211270,0.577,0,0.462,1,0.542,0.31,0.778,0.697
"28220",28220,35211271,0,0,1,0.75,0.8,0.086,1,0.897
"28221",28221,35211272,0.386,0.147,0.596,0.882,0.388,0.6,1.422,0.396
"28222",28222,35211273,0.278,0,0.722,1,0.3,0.517,1.909,0.491
"28223",28223,35211274,0.34,0.187,0.681,0.812,0.431,0.661,1.676,0.339
"28224",28224,35211275,0.533,0,0.533,1,0.429,0.393,2,0.596
"28225",28225,35211276,0.3,0,0.8,0.875,0.476,0.429,1.571,0.551
"28226",28226,35211277,0.576,0.4,0.455,0.6,0.446,0.602,1.783,0.398
"28227",28227,35211278,0.109,0.146,0.891,0.854,0.535,0.446,0.889,0.554
"28228",28228,35211281,0.667,0,0.381,0.875,0.583,0.333,1.25,0.667
"28229",28229,35211282,0.533,0,0.467,1,0.326,0.469,2.818,0.52
"28230",28230,35211283,0.333,0,0.667,1,0.339,0.5,2.278,0.5
"28231",28231,35211284,0.654,0,0.308,1.125,0.26,0.538,1.48,0.462
"28232",28232,35211285,0.346,0,0.692,0.944,0.464,0.403,1.409,0.59
"28233",28233,35211286,0,0.429,1,0.714,0.259,0.333,1,0.667
"28234",28234,35211287,0.375,0,0.625,1,0.4,0.494,1.091,0.506
"28235",28235,35211288,0.243,0,0.73,1,0.356,0.517,2.3,0.483
"28236",28236,35211289,0.133,0,0.933,1,0.263,0.429,5,0.571
"28237",28237,35211290,0.4,0,0.8,1,0.147,0.41,4.833,0.59
"28238",28238,35211291,0.073,0.053,0.927,0.947,0.342,0.6,1.795,0.395
"28239",28239,35211292,0.111,0,0.944,1,0.474,0.384,1.538,0.616
"28240",28240,35211293,0.6,0,0.4,1.5,0.294,0.309,1.714,0.691
"28241",28241,35211294,0.375,0.182,0.687,0.818,0.64,0.202,0.474,0.798
"28242",28242,35211297,0,0,1,1,0.2,0.269,2.857,0.731
"28243",28243,35211310,0.768,0,0.232,0.923,0.718,0.333,0.55,0.667
"28244",28244,35211312,0.426,0,0.574,1,0.723,0.389,0.708,0.617
"28245",28245,35211313,0.796,0.222,0.184,0.889,0.605,0.368,1.065,0.627
"28246",28246,35211316,0.909,0,0.182,0,0.524,0.244,0.909,0.756
"28247",28247,35211317,0.8,0,0.2,1.25,0.625,0.333,1.083,0.667
"28248",28248,35211318,0.667,0.286,0.389,0.857,0.5,0.273,1.545,0.735
"28249",28249,35211319,0.488,0.13,0.535,0.826,0.754,0.456,0.824,0.552
"28250",28250,35211320,0.682,0,0.273,1,0.512,0.384,1,0.616
"28251",28251,35211321,0.627,0.278,0.353,0.778,0.586,0.426,1.895,0.578
"28252",28252,35211322,0.778,0,0.25,0.889,0.632,0.35,1.176,0.65
"28253",28253,35211323,0.645,0,0.323,1,0.554,0.403,1.667,0.59
"28254",28254,35211324,0.706,0.4,0.294,1,0.81,0.5,0.4,0.524
"28255",28255,35211325,0.708,0.143,0.292,0.786,0.738,0.34,0.85,0.66
"28256",28256,35211336,0,0,1,1,0.588,0.183,1.4,0.817
"28257",28257,35211337,0.5,0,0.5,1,0.32,0.368,8.5,0.647
"28258",28258,35211338,0.333,0,0.5,1,0.6,0.27,1.667,0.73
"28259",28259,35211339,0.333,0,0.667,1,0.692,0.188,0.75,0.841
"28260",28260,35211349,0.25,0.222,0.75,0.889,0.429,0.243,1.667,0.765
"28261",28261,35211350,0.437,0.7,0.625,0.3,0.421,0.362,3.143,0.638
"28262",28262,35211351,0.462,0,0.615,0.875,0.464,0.241,1.067,0.75
"28263",28263,35211352,0,0,0.889,1,0.5,0.207,5,0.782
"28264",28264,35211353,0.286,0,1,0.857,0.368,0.247,1.714,0.74
"28265",28265,35211354,0.25,0.429,0.875,0.571,0.286,0.337,2.222,0.663
"28266",28266,35211355,0,0,1,1,0.235,0.143,2,0.866
"28267",28267,35211356,0.286,0,0.857,1,0.259,0.321,3.167,0.679
"28268",28268,35211357,0.667,0,0,0,0.25,0.231,1.143,0.788
"28269",28269,35211358,0.368,0,0.632,1.083,0.322,0.424,8,0.576
"28270",28270,35211359,0.182,0.375,0.727,0.5,0.423,0.313,1.5,0.687
"28271",28271,35211362,0.212,0,0.788,1,0.516,0.36,1.071,0.64
"28272",28272,35211363,0.125,0.154,0.812,0.923,0.364,0.506,2.636,0.494
"28273",28273,35211364,0.333,0.136,0.667,0.818,0.717,0.414,0.52,0.586
"28274",28274,35211365,0.227,0,0.773,1,0.917,0.393,0.167,0.607
"28275",28275,35211366,0,0,0.937,1,0.372,0.361,1.368,0.647
"28276",28276,35211367,0.727,0,0.182,1,0.333,0.458,11,0.556
"28277",28277,35211369,0.536,0,0.464,1.077,0.475,0.36,1,0.64
"28278",28278,35211370,0.357,0,0.643,1,0.5,0.226,1,0.774
"28279",28279,35211371,0.545,0.2,0.455,0.9,0.629,0.255,1,0.745
"28280",28280,35211375,0.333,1,0.5,0.667,0.5,0.235,1.5,0.745
"28281",28281,35211376,0.333,0,0.667,1.25,0.24,0.431,1.385,0.569
"28282",28282,35211386,0.077,0,0.962,0.96,0.578,0.328,0.818,0.672
"28283",28283,35211394,0.235,0,0.765,1,0.362,0.266,2.5,0.734
"28284",28284,35211397,0.125,0.2,0.937,0.733,0.276,0.244,2.625,0.761
"28285",28285,35211399,0.293,0.143,0.724,0.833,0.492,0.498,1.2,0.498
"28286",28286,35211401,0.516,0.211,0.48,0.789,0.621,0.59,0.847,0.409
"28287",28287,35211402,0.48,0.039,0.52,0.98,0.51,0.499,1.661,0.504
"28288",28288,35211403,0.24,0.2,0.8,0.8,0.49,0.212,1.471,0.788
"28289",28289,35211405,0.624,0.048,0.385,0.976,0.498,0.624,1.321,0.376
"28290",28290,35211407,0.225,0,0.775,0.968,0.408,0.367,2.375,0.637
"28291",28291,35211409,0.304,0.056,0.706,0.931,0.526,0.469,1.415,0.531
"28292",28292,35211412,0.506,0.077,0.481,0.923,0.466,0.452,2,0.548
"28293",28293,35211413,0.476,0.173,0.524,0.827,0.439,0.498,2.103,0.502
"28294",28294,35211415,0.143,0,1,0.929,0.368,0.288,1.769,0.712
"28295",28295,35211416,0.745,0,0.275,1,0.37,0.398,2.15,0.605
"28296",28296,35211417,0.562,0.143,0.437,0.893,0.529,0.455,1.289,0.541
"28297",28297,35211419,0.52,0.385,0.52,0.692,0.275,0.397,2.031,0.598
"28298",28298,35211421,0.328,0.163,0.672,0.837,0.538,0.393,1.038,0.607
"28299",28299,35211422,0.702,0,0.298,1,0.505,0.41,1.607,0.59
"28300",28300,35211423,0.615,0.138,0.372,0.828,0.476,0.412,1.284,0.588
"28301",28301,35211425,0.75,0,0.5,0,0.133,0.168,1.444,0.832
"28302",28302,35211426,0.458,0.269,0.542,0.731,0.361,0.518,2.297,0.482
"28303",28303,35211428,0.455,0,0.545,0.917,0.489,0.227,1.917,0.773
"28304",28304,35211430,0.457,0,0.565,1,0.63,0.316,1.857,0.68
"28305",28305,35211432,0.465,0.13,0.535,0.913,0.41,0.378,2.172,0.622
"28306",28306,35211434,0.328,0.044,0.672,0.978,0.438,0.328,1.536,0.672
"28307",28307,35211437,0.539,0.171,0.461,0.829,0.454,0.477,2.184,0.523
"28308",28308,35211438,0.361,0.125,0.656,0.85,0.357,0.358,2.422,0.644
"28309",28309,35211439,0.636,0,0.364,0.875,0.4,0.404,2.357,0.599
"28310",28310,35211440,0.462,0,0.538,1,0.213,0.262,3.5,0.738
"28311",28311,35211442,0.658,0.115,0.356,0.846,0.549,0.526,1,0.47
"28312",28312,35211443,0.79,0.154,0.21,0.923,0.492,0.421,1.711,0.575
"28313",28313,35211444,0.5,0,0.6,1,0.833,0.107,0.286,0.893
"28314",28314,35211446,0.591,0,0.409,1,0.564,0.382,0.875,0.618
"28315",28315,35211447,0.789,0,0.211,0.937,0.567,0.523,0.952,0.477
"28316",28316,35211448,0.133,0,0.867,1,0.294,0.268,2.333,0.726
"28317",28317,35211454,0.5,0.28,0.5,0.68,0.376,0.421,1.312,0.579
"28318",28318,35211455,0.333,0,0.722,1,0.333,0.419,2,0.589
"28319",28319,35211456,0.597,0.074,0.403,0.926,0.543,0.546,1.215,0.456
"28320",28320,35211457,0.383,0.138,0.607,0.862,0.428,0.648,1.565,0.352
"28321",28321,35211459,0.5,0.095,0.5,0.905,0.477,0.456,2.556,0.544
"28322",28322,35211460,0.574,0.073,0.43,0.927,0.579,0.603,1.17,0.397
"28323",28323,35211462,0.594,0.147,0.408,0.853,0.647,0.782,0.752,0.217
"28324",28324,35211463,0.777,0.167,0.216,0.867,0.656,0.567,0.89,0.433
"28325",28325,35211464,0.462,0,0.538,0.857,0.31,0.309,2.192,0.687
"28326",28326,35211465,0.194,0.067,0.833,0.967,0.6,0.226,1.333,0.774
"28327",28327,35211466,0.587,0.094,0.427,0.906,0.547,0.542,1.051,0.455
"28328",28328,35211467,0.427,0,0.573,1,0.576,0.496,0.89,0.504
"28329",28329,35211468,0.416,0.089,0.584,0.911,0.377,0.538,1.512,0.459
"28330",28330,35211471,0.154,0.154,1,0.846,0.295,0.295,3.1,0.711
"28331",28331,35211472,0.286,0.222,0.643,0.889,0.269,0.605,3.455,0.395
"28332",28332,35211473,0.435,0.286,0.609,0.714,0.59,0.3,1,0.7
"28333",28333,35211474,0.133,0,0.933,1,0.3,0.281,3,0.719
"28334",28334,35211475,0.45,0,0.5,1,0.513,0.424,1,0.565
"28335",28335,35211476,0.745,0,0.255,1,0.547,0.391,0.848,0.605
"28336",28336,35211477,0.412,0.273,0.647,0.727,0.5,0.243,1.455,0.764
"28337",28337,35211478,0.286,0.4,0.714,0.8,0.194,0.25,4.833,0.75
"28338",28338,35211479,0,0,1.2,0.833,0.172,0.244,3,0.748
"28339",28339,35211480,0,0,1,0.909,0.297,0.262,2,0.738
"28340",28340,35211481,0,0.095,1,0.905,0.656,0.34,1.571,0.66
"28341",28341,35211482,0.733,0,0.333,0.8,0.319,0.221,1.778,0.775
"28342",28342,35211484,0.667,0,0.333,0.667,0.34,0.277,1.619,0.728
"28343",28343,35211485,0.444,0,0.444,1.25,0.9,0.115,0.5,0.885
"28344",28344,35211486,0.533,0,0.533,1,0.625,0.153,1,0.841
"28345",28345,35211487,0.214,0,0.786,1,0.491,0.258,1.667,0.738
"28346",28346,35211488,0.471,0,0.471,1,0.459,0.182,1.333,0.823
"28347",28347,35211489,0.182,0.222,0.818,0.778,0.423,0.263,1.5,0.737
"28348",28348,35211490,0.133,0.214,0.933,0.786,0.6,0.298,1,0.69
"28349",28349,35211491,0.238,0,0.762,1,0.488,0.267,1.312,0.739
"28350",28350,35211492,0.211,0.143,0.737,0.929,0.559,0.246,2.8,0.746
"28351",28351,35211493,0.222,0,0.778,1,0.281,0.291,1.846,0.691
"28352",28352,35211496,0.345,0.108,0.638,0.892,0.46,0.453,1.511,0.547
"28353",28353,35211497,0.333,0,1,0.667,0.3,0.278,2.8,0.708
"28354",28354,35211498,0.66,0,0.362,1,0.58,0.448,1.133,0.552
"28355",28355,35211499,0.684,0.167,0.316,0.917,0.585,0.461,1.647,0.539
"28356",28356,35211501,0.425,0,0.6,1,0.548,0.356,1.941,0.644
"28357",28357,35211502,0.118,0,0.941,0.937,0.405,0.396,4.167,0.594
"28358",28358,35211505,0.75,0,0.5,1,0.333,0.261,1.286,0.717
"28359",28359,35211506,0.171,0.069,0.829,0.966,0.66,0.242,1.636,0.753
"28360",28360,35211507,0.538,0,0.462,1,0.371,0.302,2,0.698
"28361",28361,35211508,0.917,0,0,0,0.522,0.164,1.2,0.836
"28362",28362,35211509,0.81,0,0.143,1.333,0.5,0.249,1.833,0.746
"28363",28363,35211510,0.667,0,0.333,1,0.48,0.301,1.19,0.693
"28364",28364,35211511,0.75,0,0.25,1,0.471,0.198,1.125,0.791
"28365",28365,35211513,0.576,0.143,0.424,0.857,0.611,0.323,1.294,0.671
"28366",28366,35211514,0.538,0,0.385,1,0.591,0.242,2.25,0.758
"28367",28367,35211515,1,0,0,0,0.286,0.275,1.667,0.725
"28368",28368,35211516,0.211,0.133,0.789,0.8,0.679,0.243,1.111,0.739
"28369",28369,35211517,0,0,0,0,0.091,0.314,5,0.7
"28370",28370,35211518,0.575,0,0.411,1,0.557,0.37,1.255,0.63
"28371",28371,35211519,0.69,0,0.345,1,0.707,0.612,1.714,0.388
"28372",28372,35211520,0.857,0,0.286,0,0.778,0.114,1,0.873
"28373",28373,35211521,0.833,1,0.167,0,0.308,0.279,2.455,0.721
"28374",28374,35211522,0.222,0,0.778,1.143,0.243,0.33,4.667,0.661
"28375",28375,35211523,0.4,0.333,0.6,0.833,0.556,0.212,4,0.776
"28376",28376,35211524,0.923,0,0.154,1,0.394,0.25,1.429,0.75
"28377",28377,35211525,1,0,0,0,0.333,0.067,2.5,0.922
"28378",28378,35211526,0.417,0,0.5,1,0.462,0.137,1.75,0.863
"28379",28379,35211527,0.488,0.5,0.537,0.455,0.461,0.492,1.333,0.503
"28380",28380,35211528,0.229,0.074,0.771,0.926,0.443,0.3,1.517,0.7
"28381",28381,35211529,0.2,0,0.8,1,0.667,0.268,2.5,0.75
"28382",28382,35211530,1,0,0,1e+05,0.219,0.368,4,0.632
"28383",28383,35211531,0.25,0,0.75,1,0.279,0.358,1.391,0.633
"28384",28384,35211532,0.333,0,0.667,1,0.474,0.277,1,0.723
"28385",28385,35211533,0.467,0,0.4,1,0.405,0.366,3.833,0.624
"28386",28386,35211534,0.593,0.182,0.407,0.909,0.643,0.326,2.143,0.682
"28387",28387,35211535,0.472,0.105,0.528,0.947,0.692,0.313,0.889,0.693
"28388",28388,35211536,0.7,0,0.3,1,0.652,0.517,0.696,0.472
"28389",28389,35211537,0.261,0,0.783,0.944,0.359,0.35,2.158,0.65
